trial_id,block_id,recording_id,electrode,word,session_token,trial_file,start_sample,end_sample,length_samples
trial_000051,block_000002,agagcl:bye:s10,agagcl,bye,s10,processed/agagcl/operational/trials/trial_000051.npy,48640,50960,2320
trial_000052,block_000002,agagcl:bye:s10,agagcl,bye,s10,processed/agagcl/operational/trials/trial_000052.npy,53960,55680,1720
trial_000053,block_000002,agagcl:bye:s10,agagcl,bye,s10,processed/agagcl/operational/trials/trial_000053.npy,60400,62720,2320
trial_000054,block_000002,agagcl:bye:s10,agagcl,bye,s10,processed/agagcl/operational/trials/trial_000054.npy,66360,69080,2720
trial_000055,block_000002,agagcl:bye:s10,agagcl,bye,s10,processed/agagcl/operational/trials/trial_000055.npy,72600,73680,1080
trial_000056,block_000002,agagcl:bye:s10,agagcl,bye,s10,processed/agagcl/operational/trials/trial_000056.npy,78640,79840,1200
trial_000057,block_000002,agagcl:bye:s10,agagcl,bye,s10,processed/agagcl/operational/trials/trial_000057.npy,84400,85640,1240
trial_000058,block_000002,agagcl:bye:s10,agagcl,bye,s10,processed/agagcl/operational/trials/trial_000058.npy,90360,91480,1120
trial_000059,block_000002,agagcl:bye:s10,agagcl,bye,s10,processed/agagcl/operational/trials/trial_000059.npy,96360,98800,2440
trial_000060,block_000002,agagcl:bye:s10,agagcl,bye,s10,processed/agagcl/operational/trials/trial_000060.npy,102840,104160,1320
trial_000061,block_000002,agagcl:bye:s10,agagcl,bye,s10,processed/agagcl/operational/trials/trial_000061.npy,108280,110720,2440
trial_000062,block_000002,agagcl:bye:s10,agagcl,bye,s10,processed/agagcl/operational/trials/trial_000062.npy,113320,115360,2040
trial_000063,block_000002,agagcl:bye:s10,agagcl,bye,s10,processed/agagcl/operational/trials/trial_000063.npy,118880,121960,3080
trial_000064,block_000002,agagcl:bye:s10,agagcl,bye,s10,processed/agagcl/operational/trials/trial_000064.npy,126640,128680,2040
trial_000065,block_000002,agagcl:bye:s10,agagcl,bye,s10,processed/agagcl/operational/trials/trial_000065.npy,132760,133880,1120
trial_000066,block_000002,agagcl:bye:s10,agagcl,bye,s10,processed/agagcl/operational/trials/trial_000066.npy,138440,140880,2440
trial_000067,block_000002,agagcl:bye:s10,agagcl,bye,s10,processed/agagcl/operational/trials/trial_000067.npy,144560,145880,1320
trial_000068,block_000002,agagcl:bye:s10,agagcl,bye,s10,processed/agagcl/operational/trials/trial_000068.npy,150400,151840,1440
trial_000069,block_000002,agagcl:bye:s10,agagcl,bye,s10,processed/agagcl/operational/trials/trial_000069.npy,156720,157880,1160
trial_000070,block_000002,agagcl:bye:s10,agagcl,bye,s10,processed/agagcl/operational/trials/trial_000070.npy,162440,163760,1320
trial_000071,block_000002,agagcl:bye:s10,agagcl,bye,s10,processed/agagcl/operational/trials/trial_000071.npy,166920,169560,2640
trial_000072,block_000002,agagcl:bye:s10,agagcl,bye,s10,processed/agagcl/operational/trials/trial_000072.npy,171560,171880,320
trial_000073,block_000002,agagcl:bye:s10,agagcl,bye,s10,processed/agagcl/operational/trials/trial_000073.npy,174840,175840,1000
trial_000074,block_000002,agagcl:bye:s10,agagcl,bye,s10,processed/agagcl/operational/trials/trial_000074.npy,181080,188640,7560
trial_000075,block_000002,agagcl:bye:s10,agagcl,bye,s10,processed/agagcl/operational/trials/trial_000075.npy,192360,193760,1400
trial_000076,block_000002,agagcl:bye:s10,agagcl,bye,s10,processed/agagcl/operational/trials/trial_000076.npy,198480,200880,2400
trial_000077,block_000002,agagcl:bye:s10,agagcl,bye,s10,processed/agagcl/operational/trials/trial_000077.npy,204440,205600,1160
trial_000078,block_000002,agagcl:bye:s10,agagcl,bye,s10,processed/agagcl/operational/trials/trial_000078.npy,210520,211680,1160
trial_000079,block_000002,agagcl:bye:s10,agagcl,bye,s10,processed/agagcl/operational/trials/trial_000079.npy,216480,218720,2240
trial_000080,block_000002,agagcl:bye:s10,agagcl,bye,s10,processed/agagcl/operational/trials/trial_000080.npy,222440,224960,2520
trial_000081,block_000002,agagcl:bye:s10,agagcl,bye,s10,processed/agagcl/operational/trials/trial_000081.npy,228320,229560,1240
trial_000082,block_000002,agagcl:bye:s10,agagcl,bye,s10,processed/agagcl/operational/trials/trial_000082.npy,234520,235560,1040
trial_000083,block_000002,agagcl:bye:s10,agagcl,bye,s10,processed/agagcl/operational/trials/trial_000083.npy,240560,241760,1200
trial_000084,block_000002,agagcl:bye:s10,agagcl,bye,s10,processed/agagcl/operational/trials/trial_000084.npy,246840,260600,13760
trial_000085,block_000002,agagcl:bye:s10,agagcl,bye,s10,processed/agagcl/operational/trials/trial_000085.npy,264280,265960,1680
trial_000086,block_000002,agagcl:bye:s10,agagcl,bye,s10,processed/agagcl/operational/trials/trial_000086.npy,270240,271520,1280
trial_000087,block_000002,agagcl:bye:s10,agagcl,bye,s10,processed/agagcl/operational/trials/trial_000087.npy,275920,283480,7560
trial_000088,block_000002,agagcl:bye:s10,agagcl,bye,s10,processed/agagcl/operational/trials/trial_000088.npy,288720,289640,920
trial_000089,block_000002,agagcl:bye:s10,agagcl,bye,s10,processed/agagcl/operational/trials/trial_000089.npy,294640,295720,1080
trial_000090,block_000002,agagcl:bye:s10,agagcl,bye,s10,processed/agagcl/operational/trials/trial_000090.npy,300680,301640,960
trial_000091,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000091.npy,18920,21560,2640
trial_000092,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000092.npy,24440,25960,1520
trial_000093,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000093.npy,30560,33360,2800
trial_000094,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000094.npy,36760,38120,1360
trial_000095,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000095.npy,42520,43840,1320
trial_000096,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000096.npy,48440,49960,1520
trial_000097,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000097.npy,54400,56880,2480
trial_000098,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000098.npy,60600,61920,1320
trial_000099,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000099.npy,66680,68120,1440
trial_000100,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000100.npy,72720,73840,1120
trial_000101,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000101.npy,78720,79800,1080
trial_000102,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000102.npy,82000,85880,3880
trial_000103,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000103.npy,90760,91880,1120
trial_000104,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000104.npy,96520,98080,1560
trial_000105,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000105.npy,102680,105320,2640
trial_000106,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000106.npy,108800,111160,2360
trial_000107,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000107.npy,114680,116040,1360
trial_000108,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000108.npy,121040,123320,2280
trial_000109,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000109.npy,126440,130240,3800
trial_000110,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000110.npy,132640,134120,1480
trial_000111,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000111.npy,138800,140280,1480
trial_000112,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000112.npy,145000,147600,2600
trial_000113,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000113.npy,150960,152280,1320
trial_000114,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000114.npy,156880,158080,1200
trial_000115,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000115.npy,162960,165440,2480
trial_000116,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000116.npy,169120,170560,1440
trial_000117,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000117.npy,174960,176120,1160
trial_000118,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000118.npy,181040,182240,1200
trial_000119,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000119.npy,186880,190480,3600
trial_000120,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000120.npy,192960,196680,3720
trial_000121,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000121.npy,198920,201360,2440
trial_000122,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000122.npy,204640,207800,3160
trial_000123,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000123.npy,210920,213360,2440
trial_000124,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000124.npy,216960,219400,2440
trial_000125,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000125.npy,222720,225200,2480
trial_000126,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000126.npy,228600,231080,2480
trial_000127,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000127.npy,234800,237280,2480
trial_000128,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000128.npy,240840,242120,1280
trial_000129,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000129.npy,246760,248320,1560
trial_000130,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000130.npy,252720,254080,1360
trial_000131,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000131.npy,258840,260160,1320
trial_000132,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000132.npy,262880,267360,4480
trial_000133,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000133.npy,270840,273280,2440
trial_000134,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000134.npy,276840,278160,1320
trial_000135,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000135.npy,282840,284760,1920
trial_000136,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000136.npy,288800,290240,1440
trial_000137,block_000003,agagcl:bye:s2,agagcl,bye,s2,processed/agagcl/operational/trials/trial_000137.npy,294520,297360,2840
trial_000138,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000138.npy,17280,19960,2680
trial_000139,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000139.npy,24600,26800,2200
trial_000140,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000140.npy,30520,31960,1440
trial_000141,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000141.npy,36600,37960,1360
trial_000142,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000142.npy,42000,45640,3640
trial_000143,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000143.npy,48720,50720,2000
trial_000144,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000144.npy,52760,55960,3200
trial_000145,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000145.npy,60680,63160,2480
trial_000146,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000146.npy,66600,68040,1440
trial_000147,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000147.npy,72640,74800,2160
trial_000148,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000148.npy,78800,80120,1320
trial_000149,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000149.npy,84520,87080,2560
trial_000150,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000150.npy,90640,92440,1800
trial_000151,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000151.npy,96640,97960,1320
trial_000152,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000152.npy,102360,104040,1680
trial_000153,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000153.npy,108520,111360,2840
trial_000154,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000154.npy,114480,121920,7440
trial_000155,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000155.npy,126440,129120,2680
trial_000156,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000156.npy,132400,135000,2600
trial_000157,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000157.npy,138360,140560,2200
trial_000158,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000158.npy,144360,146920,2560
trial_000159,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000159.npy,150360,152040,1680
trial_000160,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000160.npy,156600,160280,3680
trial_000161,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000161.npy,162640,164840,2200
trial_000162,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000162.npy,168440,170120,1680
trial_000163,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000163.npy,174440,176480,2040
trial_000164,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000164.npy,180520,183080,2560
trial_000165,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000165.npy,186400,189240,2840
trial_000166,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000166.npy,192800,196400,3600
trial_000167,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000167.npy,199200,201240,2040
trial_000168,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000168.npy,204400,206480,2080
trial_000169,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000169.npy,210560,212720,2160
trial_000170,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000170.npy,216520,219080,2560
trial_000171,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000171.npy,222560,225320,2760
trial_000172,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000172.npy,227400,231160,3760
trial_000173,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000173.npy,234560,235960,1400
trial_000174,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000174.npy,240560,241880,1320
trial_000175,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000175.npy,246600,248040,1440
trial_000176,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000176.npy,252440,255320,2880
trial_000177,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000177.npy,258600,261040,2440
trial_000178,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000178.npy,264360,265800,1440
trial_000179,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000179.npy,270200,272800,2600
trial_000180,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000180.npy,274720,280040,5320
trial_000181,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000181.npy,282480,284880,2400
trial_000182,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000182.npy,288800,291200,2400
trial_000183,block_000004,agagcl:bye:s5,agagcl,bye,s5,processed/agagcl/operational/trials/trial_000183.npy,294440,296160,1720
trial_000184,block_000005,agagcl:bye:s6,agagcl,bye,s6,processed/agagcl/operational/trials/trial_000184.npy,16960,19600,2640
trial_000185,block_000005,agagcl:bye:s6,agagcl,bye,s6,processed/agagcl/operational/trials/trial_000185.npy,23320,24560,1240
trial_000186,block_000005,agagcl:bye:s6,agagcl,bye,s6,processed/agagcl/operational/trials/trial_000186.npy,29200,30480,1280
trial_000187,block_000005,agagcl:bye:s6,agagcl,bye,s6,processed/agagcl/operational/trials/trial_000187.npy,35320,36480,1160
trial_000188,block_000005,agagcl:bye:s6,agagcl,bye,s6,processed/agagcl/operational/trials/trial_000188.npy,41400,43520,2120
trial_000189,block_000005,agagcl:bye:s6,agagcl,bye,s6,processed/agagcl/operational/trials/trial_000189.npy,47120,49120,2000
trial_000190,block_000005,agagcl:bye:s6,agagcl,bye,s6,processed/agagcl/operational/trials/trial_000190.npy,52880,55760,2880
trial_000191,block_000005,agagcl:bye:s6,agagcl,bye,s6,processed/agagcl/operational/trials/trial_000191.npy,59040,60680,1640
trial_000192,block_000005,agagcl:bye:s6,agagcl,bye,s6,processed/agagcl/operational/trials/trial_000192.npy,65040,65960,920
trial_000193,block_000005,agagcl:bye:s6,agagcl,bye,s6,processed/agagcl/operational/trials/trial_000193.npy,70920,72320,1400
trial_000194,block_000005,agagcl:bye:s6,agagcl,bye,s6,processed/agagcl/operational/trials/trial_000194.npy,77320,78480,1160
trial_000195,block_000005,agagcl:bye:s6,agagcl,bye,s6,processed/agagcl/operational/trials/trial_000195.npy,83080,84160,1080
trial_000196,block_000005,agagcl:bye:s6,agagcl,bye,s6,processed/agagcl/operational/trials/trial_000196.npy,88960,91480,2520
trial_000197,block_000005,agagcl:bye:s6,agagcl,bye,s6,processed/agagcl/operational/trials/trial_000197.npy,94880,96120,1240
trial_000198,block_000005,agagcl:bye:s6,agagcl,bye,s6,processed/agagcl/operational/trials/trial_000198.npy,100920,102240,1320
trial_000199,block_000005,agagcl:bye:s6,agagcl,bye,s6,processed/agagcl/operational/trials/trial_000199.npy,104200,108080,3880
trial_000200,block_000005,agagcl:bye:s6,agagcl,bye,s6,processed/agagcl/operational/trials/trial_000200.npy,112920,114240,1320
trial_000201,block_000005,agagcl:bye:s6,agagcl,bye,s6,processed/agagcl/operational/trials/trial_000201.npy,119000,120440,1440
trial_000202,block_000005,agagcl:bye:s6,agagcl,bye,s6,processed/agagcl/operational/trials/trial_000202.npy,125000,126400,1400
trial_000203,block_000005,agagcl:bye:s6,agagcl,bye,s6,processed/agagcl/operational/trials/trial_000203.npy,130920,133880,2960
trial_000204,block_000005,agagcl:bye:s6,agagcl,bye,s6,processed/agagcl/operational/trials/trial_000204.npy,137000,139440,2440
trial_000205,block_000005,agagcl:bye:s6,agagcl,bye,s6,processed/agagcl/operational/trials/trial_000205.npy,142960,144400,1440
trial_000206,block_000005,agagcl:bye:s6,agagcl,bye,s6,processed/agagcl/operational/trials/trial_000206.npy,148920,150880,1960
trial_000207,block_000005,agagcl:bye:s6,agagcl,bye,s6,processed/agagcl/operational/trials/trial_000207.npy,155040,156240,1200
trial_000208,block_000005,agagcl:bye:s6,agagcl,bye,s6,processed/agagcl/operational/trials/trial_000208.npy,160840,163600,2760
trial_000209,block_000005,agagcl:bye:s6,agagcl,bye,s6,processed/agagcl/operational/trials/trial_000209.npy,167200,169120,1920
trial_000210,block_000005,agagcl:bye:s6,agagcl,bye,s6,processed/agagcl/operational/trials/trial_000210.npy,172960,174200,1240
trial_000211,block_000005,agagcl:bye:s6,agagcl,bye,s6,processed/agagcl/operational/trials/trial_000211.npy,178960,180840,1880
trial_000212,block_000005,agagcl:bye:s6,agagcl,bye,s6,processed/agagcl/operational/trials/trial_000212.npy,185240,188000,2760
trial_000213,block_000005,agagcl:bye:s6,agagcl,bye,s6,processed/agagcl/operational/trials/trial_000213.npy,191040,192400,1360
trial_000214,block_000005,agagcl:bye:s6,agagcl,bye,s6,processed/agagcl/operational/trials/trial_000214.npy,196240,197560,1320
