trial_id,block_id,recording_id,electrode,word,session_token,trial_file,start_sample,end_sample,length_samples
trial_000040,block_000001,agagcl:bye:s1,agagcl,bye,s1,processed/agagcl/matched/trials/trial_000040.npy,265920,269520,3600
trial_000041,block_000001,agagcl:bye:s1,agagcl,bye,s1,processed/agagcl/matched/trials/trial_000041.npy,272320,274640,2320
trial_000042,block_000001,agagcl:bye:s1,agagcl,bye,s1,processed/agagcl/matched/trials/trial_000042.npy,278160,281360,3200
trial_000043,block_000001,agagcl:bye:s1,agagcl,bye,s1,processed/agagcl/matched/trials/trial_000043.npy,284480,286640,2160
trial_000044,block_000001,agagcl:bye:s1,agagcl,bye,s1,processed/agagcl/matched/trials/trial_000044.npy,290400,292840,2440
trial_000045,block_000001,agagcl:bye:s1,agagcl,bye,s1,processed/agagcl/matched/trials/trial_000045.npy,296320,299160,2840
trial_000046,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000046.npy,17880,20000,2120
trial_000047,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000047.npy,24800,26200,1400
trial_000048,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000048.npy,29240,32240,3000
trial_000049,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000049.npy,36400,37520,1120
trial_000050,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000050.npy,42840,44400,1560
trial_000051,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000051.npy,48400,50320,1920
trial_000052,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000052.npy,52280,55920,3640
trial_000053,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000053.npy,60080,62160,2080
trial_000054,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000054.npy,66120,67960,1840
trial_000055,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000055.npy,70920,74600,3680
trial_000056,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000056.npy,77720,79960,2240
trial_000057,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000057.npy,84080,85880,1800
trial_000058,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000058.npy,89840,91720,1880
trial_000059,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000059.npy,95800,97840,2040
trial_000060,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000060.npy,101120,103960,2840
trial_000061,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000061.npy,106120,109960,3840
trial_000062,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000062.npy,112000,115600,3600
trial_000063,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000063.npy,119640,122040,2400
trial_000064,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000064.npy,125960,128240,2280
trial_000065,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000065.npy,130720,134480,3760
trial_000066,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000066.npy,138000,139880,1880
trial_000067,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000067.npy,143480,146920,3440
trial_000068,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000068.npy,149840,151840,2000
trial_000069,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000069.npy,155160,157840,2680
trial_000070,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000070.npy,162160,164000,1840
trial_000071,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000071.npy,167280,170200,2920
trial_000072,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000072.npy,173640,184440,10800
trial_000073,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000073.npy,186520,188320,1800
trial_000074,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000074.npy,192040,194160,2120
trial_000075,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000075.npy,198080,200040,1960
trial_000076,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000076.npy,204720,212280,7560
trial_000077,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000077.npy,215480,217600,2120
trial_000078,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000078.npy,222040,223920,1880
trial_000079,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000079.npy,227040,230000,2960
trial_000080,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000080.npy,232360,236080,3720
trial_000081,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000081.npy,240400,242080,1680
trial_000082,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000082.npy,244520,247800,3280
trial_000083,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000083.npy,250200,253760,3560
trial_000084,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000084.npy,257800,260120,2320
trial_000085,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000085.npy,263160,266040,2880
trial_000086,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000086.npy,270120,272000,1880
trial_000087,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000087.npy,275960,283800,7840
trial_000088,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000088.npy,287800,289680,1880
trial_000089,block_000002,agagcl:help:s1,agagcl,help,s1,processed/agagcl/matched/trials/trial_000089.npy,293840,295960,2120
trial_000090,block_000003,agagcl:no:s1,agagcl,no,s1,processed/agagcl/matched/trials/trial_000090.npy,16960,18040,1080
trial_000091,block_000003,agagcl:no:s1,agagcl,no,s1,processed/agagcl/matched/trials/trial_000091.npy,19960,20400,440
trial_000092,block_000003,agagcl:no:s1,agagcl,no,s1,processed/agagcl/matched/trials/trial_000092.npy,23320,27160,3840
trial_000093,block_000003,agagcl:no:s1,agagcl,no,s1,processed/agagcl/matched/trials/trial_000093.npy,29360,32080,2720
trial_000094,block_000003,agagcl:no:s1,agagcl,no,s1,processed/agagcl/matched/trials/trial_000094.npy,35080,49720,14640
trial_000095,block_000003,agagcl:no:s1,agagcl,no,s1,processed/agagcl/matched/trials/trial_000095.npy,53480,55720,2240
trial_000096,block_000003,agagcl:no:s1,agagcl,no,s1,processed/agagcl/matched/trials/trial_000096.npy,59080,61760,2680
trial_000097,block_000003,agagcl:no:s1,agagcl,no,s1,processed/agagcl/matched/trials/trial_000097.npy,65880,67800,1920
trial_000098,block_000003,agagcl:no:s1,agagcl,no,s1,processed/agagcl/matched/trials/trial_000098.npy,71640,73640,2000
trial_000099,block_000003,agagcl:no:s1,agagcl,no,s1,processed/agagcl/matched/trials/trial_000099.npy,77160,80720,3560
trial_000100,block_000003,agagcl:no:s1,agagcl,no,s1,processed/agagcl/matched/trials/trial_000100.npy,83720,86360,2640
trial_000101,block_000003,agagcl:no:s1,agagcl,no,s1,processed/agagcl/matched/trials/trial_000101.npy,89240,98000,8760
trial_000102,block_000003,agagcl:no:s1,agagcl,no,s1,processed/agagcl/matched/trials/trial_000102.npy,101680,104280,2600
trial_000103,block_000003,agagcl:no:s1,agagcl,no,s1,processed/agagcl/matched/trials/trial_000103.npy,106560,109120,2560
trial_000104,block_000003,agagcl:no:s1,agagcl,no,s1,processed/agagcl/matched/trials/trial_000104.npy,112680,115480,2800
trial_000105,block_000003,agagcl:no:s1,agagcl,no,s1,processed/agagcl/matched/trials/trial_000105.npy,119680,122160,2480
trial_000106,block_000003,agagcl:no:s1,agagcl,no,s1,processed/agagcl/matched/trials/trial_000106.npy,125680,133520,7840
trial_000107,block_000003,agagcl:no:s1,agagcl,no,s1,processed/agagcl/matched/trials/trial_000107.npy,137080,141040,3960
trial_000108,block_000003,agagcl:no:s1,agagcl,no,s1,processed/agagcl/matched/trials/trial_000108.npy,143520,145600,2080
trial_000109,block_000003,agagcl:no:s1,agagcl,no,s1,processed/agagcl/matched/trials/trial_000109.npy,149360,151480,2120
trial_000110,block_000003,agagcl:no:s1,agagcl,no,s1,processed/agagcl/matched/trials/trial_000110.npy,155880,158040,2160
trial_000111,block_000003,agagcl:no:s1,agagcl,no,s1,processed/agagcl/matched/trials/trial_000111.npy,161720,212920,51200
trial_000112,block_000003,agagcl:no:s1,agagcl,no,s1,processed/agagcl/matched/trials/trial_000112.npy,215320,223920,8600
trial_000113,block_000003,agagcl:no:s1,agagcl,no,s1,processed/agagcl/matched/trials/trial_000113.npy,226560,236880,10320
trial_000114,block_000003,agagcl:no:s1,agagcl,no,s1,processed/agagcl/matched/trials/trial_000114.npy,239400,247920,8520
trial_000115,block_000003,agagcl:no:s1,agagcl,no,s1,processed/agagcl/matched/trials/trial_000115.npy,251480,254240,2760
trial_000116,block_000003,agagcl:no:s1,agagcl,no,s1,processed/agagcl/matched/trials/trial_000116.npy,256560,265360,8800
trial_000117,block_000003,agagcl:no:s1,agagcl,no,s1,processed/agagcl/matched/trials/trial_000117.npy,269280,273360,4080
trial_000118,block_000003,agagcl:no:s1,agagcl,no,s1,processed/agagcl/matched/trials/trial_000118.npy,275600,303960,28360
trial_000119,block_000004,agagcl:wait:s1,agagcl,wait,s1,processed/agagcl/matched/trials/trial_000119.npy,17400,27520,10120
trial_000120,block_000004,agagcl:wait:s1,agagcl,wait,s1,processed/agagcl/matched/trials/trial_000120.npy,29440,39080,9640
trial_000121,block_000004,agagcl:wait:s1,agagcl,wait,s1,processed/agagcl/matched/trials/trial_000121.npy,41480,44320,2840
trial_000122,block_000004,agagcl:wait:s1,agagcl,wait,s1,processed/agagcl/matched/trials/trial_000122.npy,47560,56080,8520
trial_000123,block_000004,agagcl:wait:s1,agagcl,wait,s1,processed/agagcl/matched/trials/trial_000123.npy,59480,68720,9240
trial_000124,block_000004,agagcl:wait:s1,agagcl,wait,s1,processed/agagcl/matched/trials/trial_000124.npy,71440,81920,10480
trial_000125,block_000004,agagcl:wait:s1,agagcl,wait,s1,processed/agagcl/matched/trials/trial_000125.npy,83840,105000,21160
trial_000126,block_000004,agagcl:wait:s1,agagcl,wait,s1,processed/agagcl/matched/trials/trial_000126.npy,107120,116360,9240
trial_000127,block_000004,agagcl:wait:s1,agagcl,wait,s1,processed/agagcl/matched/trials/trial_000127.npy,119440,122320,2880
trial_000128,block_000004,agagcl:wait:s1,agagcl,wait,s1,processed/agagcl/matched/trials/trial_000128.npy,125280,127840,2560
trial_000129,block_000004,agagcl:wait:s1,agagcl,wait,s1,processed/agagcl/matched/trials/trial_000129.npy,131200,140200,9000
trial_000130,block_000004,agagcl:wait:s1,agagcl,wait,s1,processed/agagcl/matched/trials/trial_000130.npy,143960,147000,3040
trial_000131,block_000004,agagcl:wait:s1,agagcl,wait,s1,processed/agagcl/matched/trials/trial_000131.npy,149160,170960,21800
trial_000132,block_000004,agagcl:wait:s1,agagcl,wait,s1,processed/agagcl/matched/trials/trial_000132.npy,173840,189280,15440
trial_000133,block_000004,agagcl:wait:s1,agagcl,wait,s1,processed/agagcl/matched/trials/trial_000133.npy,191680,200040,8360
trial_000134,block_000004,agagcl:wait:s1,agagcl,wait,s1,processed/agagcl/matched/trials/trial_000134.npy,203560,205440,1880
trial_000135,block_000004,agagcl:wait:s1,agagcl,wait,s1,processed/agagcl/matched/trials/trial_000135.npy,209720,211480,1760
trial_000136,block_000004,agagcl:wait:s1,agagcl,wait,s1,processed/agagcl/matched/trials/trial_000136.npy,215640,230080,14440
trial_000137,block_000004,agagcl:wait:s1,agagcl,wait,s1,processed/agagcl/matched/trials/trial_000137.npy,234040,265600,31560
trial_000138,block_000004,agagcl:wait:s1,agagcl,wait,s1,processed/agagcl/matched/trials/trial_000138.npy,269520,272920,3400
trial_000139,block_000004,agagcl:wait:s1,agagcl,wait,s1,processed/agagcl/matched/trials/trial_000139.npy,275360,290640,15280
trial_000140,block_000004,agagcl:wait:s1,agagcl,wait,s1,processed/agagcl/matched/trials/trial_000140.npy,293600,297960,4360
